Time,Curve_1,Curve_2,Curve_3,Curve_4,Curve_5,Curve_6,Curve_7,Curve_8,Curve_9,Curve_10,Curve_11,Curve_12,Curve_13,Curve_14,Curve_15,Curve_16,Curve_17,Curve_18,Curve_19,Curve_20,Curve_21,Curve_22,Curve_23,Curve_24,Curve_25,Curve_26,Curve_27,Curve_28,Curve_29,Curve_30,Curve_31,Curve_32,Curve_33,Curve_34,Curve_35,Curve_36,Curve_37,Curve_38,Curve_39,Curve_40,Curve_41,Curve_42,Curve_43,Curve_44,Curve_45,Curve_46,Curve_47,Curve_48,Curve_49,Curve_50,Curve_51,Curve_52,Curve_53,Curve_54,Curve_55,Curve_56,Curve_57,Curve_58,Curve_59,Curve_60,Curve_61,Curve_62,Curve_63,Curve_64,Curve_65,Curve_66,Curve_67,Curve_68,Curve_69,Curve_70,Curve_71,Curve_72,Curve_73,Curve_74,Curve_75,Curve_76,Curve_77,Curve_78,Curve_79,Curve_80,Curve_81,Curve_82,Curve_83,Curve_84,Curve_85,Curve_86,Curve_87,Curve_88,Curve_89,Curve_90,Curve_91,Curve_92,Curve_93,Curve_94,Curve_95,Curve_96,Curve_97,Curve_98,Curve_99,Curve_100
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5050505050505051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0101010101010102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5151515151515151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0202020202020203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.5252525252525255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0303030303030303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5353535353535355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.040404040404041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.050505050505051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0101521975065355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0101521975065355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0101521975065355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0101521975065355,1.0,1.0,1.0,1.0,1.0
5.555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.117519068741864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.117519068741864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.117519068741864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.117519068741864,1.0,1.0,1.0,1.0,1.0
6.0606060606060606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.236297730267129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0121949717302061,1.0,1.0,1.236297730267129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0121949717302061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0121949717302061,1.236297730267129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.236297730267129,1.0,1.0,1.0,1.0,1.0
6.565656565656566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3677011163526802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1197789649770264,1.0,1.0,1.3677011163526802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1197789649770264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1197789649770264,1.3677011163526802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3677011163526802,1.0,1.0,1.0,1.0,1.0
7.070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.513071081403816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0142418769418005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2387978259382626,1.0,1.0,1.513071081403816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2387978259382626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2387978259382626,1.513071081403816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0142418769418005,1.513071081403816,1.0,1.0,1.0,1.0,1.0
7.575757575757576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6738921026004079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1220434312737986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3704669417333184,1.0,1.0,1.6738921026004079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3704669417333184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3704669417333184,1.6738921026004079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1220434312737986,1.6738921026004079,1.0,1.0,1.0,1.0,1.0
8.080808080808081,1.0,1.0,1.016292921495184,1.0,1.0,1.0,1.0,1.016292921495184,1.0,1.0,1.0,1.8518064389601705,1.016292921495184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2413029774128748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.016292921495184,1.5161308803245162,1.0,1.0,1.8518064389601705,1.0,1.0,1.016292921495184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.016292921495184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5161308803245162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5161308803245162,1.8518064389601705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2413029774128748,1.8518064389601705,1.0,1.0,1.0,1.0,1.0
8.585858585858587,1.0,1.0,1.1243124768739596,1.0,1.0,1.0,1.0,1.1243124768739596,1.0,1.0,1.0,2.048630901625661,1.1243124768739596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3732383602877465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1243124768739596,1.6772771208668025,1.0,1.0,2.048630901625661,1.0,1.0,1.1243124768739596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1243124768739596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6772771208668025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6772771208668025,2.048630901625661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3732383602877465,2.048630901625661,1.0,1.0,1.0,1.0,1.0
9.090909090909092,1.0,1.018348113761116,1.2438131949150333,1.0,1.0,1.0,1.0,1.2438131949150333,1.0,1.018348113761116,1.0,2.2663754066284665,1.2438131949150333,1.0,1.0,1.0,1.0,1.018348113761116,1.0,1.0,1.0,1.0,1.0,1.0,1.5191968669052345,1.0,1.018348113761116,1.0,1.0,1.018348113761116,1.0,1.0,1.0,1.0,1.0,1.2438131949150333,1.855551243426342,1.0,1.0,2.2663754066284665,1.0,1.0,1.2438131949150333,1.0,1.0,1.0,1.0,1.018348113761116,1.0,1.0,1.018348113761116,1.2438131949150333,1.018348113761116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.018348113761116,1.0,1.855551243426342,1.0,1.018348113761116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.855551243426342,2.2663754066284665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5191968669052345,2.2663754066284665,1.0,1.0,1.0,1.0,1.0
9.595959595959597,1.0,1.1265861110379785,1.3760153833267263,1.0,1.0,1.0,1.0,1.3760153833267263,1.0,1.1265861110379785,1.0,2.507263499586181,1.3760153833267263,1.0,1.0,1.0,1.0,1.1265861110379785,1.0,1.0,1.0,1.0,1.0,1.0,1.680668984466087,1.0,1.1265861110379785,1.0,1.0,1.1265861110379785,1.0,1.0,1.0,1.0,1.0,1.3760153833267263,2.05277373318113,1.0,1.0,2.507263499586181,1.0,1.0,1.3760153833267263,1.0,1.0,1.0,1.0,1.1265861110379785,1.0,1.0,1.1265861110379785,1.3760153833267263,1.1265861110379785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1265861110379785,1.0,2.05277373318113,1.0,1.1265861110379785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05277373318113,2.507263499586181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.680668984466087,2.507263499586181,1.0,1.0,1.0,1.0,1.0
10.101010101010102,1.0,1.246328488689482,1.5222690536589296,1.0,1.0,1.0,1.0,1.5222690536589296,1.0,1.246328488689482,1.0,2.7737550619246045,1.5222690536589296,1.0,1.0,1.0,1.0,1.246328488689482,1.0,1.0,1.0,1.0,1.0,1.0,1.859303620800888,1.0,1.246328488689482,1.0,1.0,1.246328488689482,1.0,1.0204074621272827,1.0,1.0,1.0,1.5222690536589296,2.2709585707033955,1.0,1.0204074621272827,2.7737550619246045,1.0204074621272827,1.0,1.5222690536589296,1.0,1.0,1.0,1.0,1.246328488689482,1.0,1.0,1.246328488689482,1.5222690536589296,1.246328488689482,1.0,1.0,1.0,1.0,1.0204074621272827,1.0,1.0,1.246328488689482,1.0,2.2709585707033955,1.0,1.246328488689482,1.0,1.0,1.0204074621272827,1.0,1.0,1.0,1.0,1.0204074621272827,1.0204074621272827,1.0,1.0204074621272827,1.0,1.0,1.0204074621272827,2.2709585707033955,2.7737550619246045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0204074621272827,1.0,1.0204074621272827,1.859303620800888,2.7737550619246045,1.0,1.0,1.0,1.0,1.0
10.606060606060607,1.0,1.3787980221838934,1.6840677072411943,1.0,1.0,1.0,1.0,1.6840677072411943,1.0,1.3787980221838934,1.0,3.06857143049472,1.6840677072411943,1.0,1.0,1.0,1.0,1.3787980221838934,1.0,1.0,1.0,1.0,1.0,1.0,2.056924942552868,1.0,1.3787980221838934,1.0,1.0,1.3787980221838934,1.0,1.128864343045051,1.0,1.0,1.0,1.6840677072411943,2.512333798162522,1.0,1.128864343045051,3.06857143049472,1.128864343045051,1.0,1.6840677072411943,1.0,1.0,1.0,1.0,1.3787980221838934,1.0,1.0,1.3787980221838934,1.6840677072411943,1.3787980221838934,1.0,1.0,1.0,1.0,1.128864343045051,1.0,1.0,1.3787980221838934,1.0,2.512333798162522,1.0,1.3787980221838934,1.0,1.0,1.128864343045051,1.0,1.0,1.0,1.0,1.128864343045051,1.128864343045051,1.0,1.128864343045051,1.0,1.0,1.128864343045051,2.512333798162522,3.06857143049472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.128864343045051,1.0,1.128864343045051,2.056924942552868,3.06857143049472,1.0,1.0,1.0,1.0,1.0
11.111111111111112,1.0,1.5253474531238636,1.8630635863980776,1.0,1.0,1.0,1.0224709749983334,1.8630635863980776,1.0,1.5253474531238636,1.0,3.3947231870989043,1.8630635863980776,1.0224709749983334,1.0,1.0,1.0,1.5253474531238636,1.0224709749983334,1.0,1.0,1.0,1.0,1.0,2.2755510030543897,1.0,1.5253474531238636,1.0,1.0,1.5253474531238636,1.0,1.2488488690016826,1.0,1.0,1.0,1.8630635863980776,2.7793642714647726,1.0,1.2488488690016826,3.3947231870989043,1.2488488690016826,1.0,1.8630635863980776,1.0,1.0224709749983334,1.0224709749983334,1.0224709749983334,1.5253474531238636,1.0,1.0,1.5253474531238636,1.8630635863980776,1.5253474531238636,1.0,1.0,1.0,1.0,1.2488488690016826,1.0224709749983334,1.0,1.5253474531238636,1.0,2.7793642714647726,1.0,1.5253474531238636,1.0224709749983334,1.0224709749983334,1.2488488690016826,1.0224709749983334,1.0224709749983334,1.0,1.0,1.2488488690016826,1.2488488690016826,1.0,1.2488488690016826,1.0,1.0,1.2488488690016826,2.7793642714647726,3.3947231870989043,1.0,1.0,1.0,1.0,1.0224709749983334,1.0224709749983334,1.0,1.0,1.0,1.2488488690016826,1.0224709749983334,1.2488488690016826,2.2755510030543897,3.3947231870989043,1.0,1.0,1.0,1.0,1.0
11.616161616161618,1.0,1.687473303063052,2.061084546682864,1.0,1.0,1.0,1.1311471821931374,2.061084546682864,1.0,1.687473303063052,1.0,3.7555409017051957,2.061084546682864,1.1311471821931374,1.0,1.0,1.0,1.687473303063052,1.1311471821931374,1.0,1.0,1.0,1.0,1.0,2.5174143501197532,1.0,1.687473303063052,1.0,1.0,1.687473303063052,1.0,1.381586288215802,1.0,1.0,1.0,2.061084546682864,3.074776830668258,1.0,1.381586288215802,3.7555409017051957,1.381586288215802,1.0,2.061084546682864,1.0,1.1311471821931374,1.1311471821931374,1.1311471821931374,1.687473303063052,1.0,1.0,1.687473303063052,2.061084546682864,1.687473303063052,1.0,1.0,1.0,1.0,1.381586288215802,1.1311471821931374,1.0,1.687473303063052,1.0,3.074776830668258,1.0,1.687473303063052,1.1311471821931374,1.1311471821931374,1.381586288215802,1.1311471821931374,1.1311471821931374,1.0,1.0,1.381586288215802,1.381586288215802,1.0,1.381586288215802,1.0,1.0,1.381586288215802,3.074776830668258,3.7555409017051957,1.0,1.0,1.0,1.0,1.1311471821931374,1.1311471821931374,1.0,1.0,1.0,1.381586288215802,1.1311471821931374,1.381586288215802,2.5174143501197532,3.7555409017051957,1.0,1.0,1.0,1.0,1.0
12.121212121212121,1.0,1.8668311555631472,2.280152722424165,1.0245386607959128,1.0,1.0,1.2513743461378546,2.280152722424165,1.0245386607959128,1.8668311555631472,1.0,4.154709143290673,2.280152722424165,1.2513743461378546,1.0,1.0,1.0,1.8668311555631472,1.2513743461378546,1.0,1.0245386607959128,1.0,1.0,1.0,2.7849848241952952,1.0,1.8668311555631472,1.0245386607959128,1.0,1.8668311555631472,1.0,1.5284320778636546,1.0,1.0,1.0,2.280152722424165,3.4015881457063495,1.0245386607959128,1.5284320778636546,4.154709143290673,1.5284320778636546,1.0245386607959128,2.280152722424165,1.0,1.2513743461378546,1.2513743461378546,1.2513743461378546,1.8668311555631472,1.0,1.0,1.8668311555631472,2.280152722424165,1.8668311555631472,1.0,1.0,1.0245386607959128,1.0,1.5284320778636546,1.2513743461378546,1.0,1.8668311555631472,1.0,3.4015881457063495,1.0245386607959128,1.8668311555631472,1.2513743461378546,1.2513743461378546,1.5284320778636546,1.2513743461378546,1.2513743461378546,1.0245386607959128,1.0,1.5284320778636546,1.5284320778636546,1.0,1.5284320778636546,1.0,1.0,1.5284320778636546,3.4015881457063495,4.154709143290673,1.0245386607959128,1.0,1.0,1.0,1.2513743461378546,1.2513743461378546,1.0,1.0,1.0245386607959128,1.5284320778636546,1.2513743461378546,1.5284320778636546,2.7849848241952952,4.154709143290673,1.0,1.0,1.0,1.0,1.0
